Manning's n,Floodplain discharge coefficient,Floodplain discharge exponent,Stage at Q = 0 [m],Bank height [m],Channel width [m],Channel slope,SD: Manning's n,SD: Floodplain discharge coefficient,SD: Floodplain discharge exponent,SD: Stage at Q = 0 [m],SD: Bank height [m],SD: Channel width [m],SD: Channel slope,Fit RMSE [m^3/s],Use flow depth instead of Rh
0.03395271580044367,126.19726019746132,1.6666666666666001,0.46536808227843307,5.739849876318538,100.0,0.0001,1.9826703051912353e-13,146392.8617387861,5.0118830226177496e-05,4.141998314976646e-06,0.00011810521774943305,0,0,44.618637879801646,False
