Manning's n,Floodplain discharge coefficient,Floodplain discharge exponent,Stage at Q = 0 [m],Bank height [m],Channel width [m],Channel slope,SD: Manning's n,SD: Floodplain discharge coefficient,SD: Floodplain discharge exponent,SD: Stage at Q = 0 [m],SD: Bank height [m],SD: Channel width [m],SD: Channel slope,Fit RMSE [m^3/s],Use flow depth instead of Rh
0.03383160337258106,138.35931312203655,1.6167017823712222,0.4706374565278856,5.797434140806088,100.0,0.0001,1.830599803462434e-13,163813.83675526024,4.1397447873738723e-05,4.002316801734647e-06,9.716709429466378e-05,0,0,44.612476874148406,False
